,x1,Product List,Random Picker,x2,Sex List,Random Picker,x3,Random Age Generator,x4,Nationality List,Random Picker,x5,Region List,Random Picker,x6,Branches List,Random Picker,x7,Product List,Cost,Mapping to the product from D,x8,Month,Random Picker,x9,Level of Satisfaction,x10,Review Length (Word Count),x11,Number of Workers to Hire List,Mapping to Branch,x12
588,C59A8810,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,43,0 0 0 1 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,11,1 0,,16,0 0 1
589,85EB8E1E,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,27,0 0 1 0 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,4,0 0 0 1 0,36,1 0,,12,0 0 1
590,05678354,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,31,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,5,0 0 0 0 1,92,0 1,,12,0 0 1
591,C73F27A1,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,86,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,28,1 0,,12,0 0 1
592,EAC01DC7,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,22,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,160,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,2,1 0,,12,0 0 1
593,51C11E36,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,60,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,220,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,42,1 0,,10,0 0 1
594,72B9FA64,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,85,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,160,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,1,1 0 0 0 0,67,0 1,,12,0 0 1
595,76E0FEA4,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,44,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,60,0 1,,16,0 0 1
596,AF84588F,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,31,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,5,0 0 0 0 1,55,0 1,,12,0 0 1
597,BD8C6BD7,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,31,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,16,1 0,,12,0 0 1
598,2E807FC6,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,48,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,220,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,98,0 1,,12,0 0 1
599,BBD576B9,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,78,0 0 0 0 1,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,64,0 1,,16,0 0 1
600,FE5C6269,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,81,0 0 0 0 1,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,4,0 0 0 1 0,27,1 0,,12,0 0 1
601,7FC956D9,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,22,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,66,0 1,,16,0 0 1
602,EBF0DFD4,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,77,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,180,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,1,1 0 0 0 0,50,0 1,,10,0 0 1
603,6AB19019,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,69,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,57,0 1,,16,0 0 1
604,ECD74B35,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,18,0 1 0 0 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,154,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,54,0 1,,10,0 0 1
605,CD15BFED,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,52,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,8,1 0,,12,0 0 1
606,B7C01384,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,15,0 1 0 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,260,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,11,1 0,,12,0 0 1
607,2A749D69,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,74,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,33,1 0,,12,0 0 1
608,66CEBAC7,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,49,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,1,1 0 0 0 0,62,0 1,,12,0 0 1
609,A60EED4C,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,57,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,37,1 0,,12,0 0 1
610,3DDD78EC,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,23,0 0 1 0 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,154,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,3,0 0 1 0 0,21,1 0,,16,0 0 1
611,8E876E14,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,21,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,33,1 0,,16,0 0 1
612,7FCD30A6,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,47,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,900,0 0 1 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,16,1 0,,12,0 0 1
613,68C70028,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,80,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,1,1 0 0 0 0,12,1 0,,12,0 0 1
614,B92C9C71,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,22,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,28,1 0,,16,0 0 1
615,DBC48D4E,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,22,0 0 1 0 0,,Other,0 0 0 0 0 1,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,1,1 0 0 0 0,33,1 0,,12,0 0 1
616,45CBD3AA,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,78,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,1500,0 0 0 1,,May,0 0 0 0 1 0 0 0 0 0 0 0,2,0 1 0 0 0,3,1 0,,12,0 0 1
617,DAC477B4,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,75,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,89,0 1,,16,0 0 1
618,B87F9062,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,77,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,1,1 0 0 0 0,24,1 0,,10,0 0 1
619,CA9B8C8E,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,65,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,August,0 0 0 0 0 0 0 1 0 0 0 0,3,0 0 1 0 0,66,0 1,,10,0 0 1
620,72A9D42C,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,84,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,3,0 0 1 0 0,28,1 0,,16,0 0 1
621,CCBDC725,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,61,0 0 0 0 1,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,180,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,97,0 1,,10,0 0 1
622,4A53D663,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,73,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,1,1 0 0 0 0,17,1 0,,12,0 0 1
623,08A16115,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,77,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,220,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,1,1 0 0 0 0,8,1 0,,12,0 0 1
624,E3FF5ADC,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,10,1 0 0 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,6,1 0,,10,0 0 1
625,AD82F8FB,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Male,1 0,30,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,5,0 0 0 0 1,65,0 1,,10,0 0 1
626,0F13D758,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,34,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,220,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,2,0 1 0 0 0,8,1 0,,12,0 0 1
627,741FCFC2,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,44,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,53,0 1,,16,0 0 1
628,532E0AE4,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,10,1 0 0 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,900,0 0 1 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,3,0 0 1 0 0,1,1 0,,12,0 0 1
629,DDC763D8,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,65,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,28,1 0,,12,0 0 1
630,27DEEC34,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,89,0 0 0 0 1,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,154,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,4,0 0 0 1 0,21,1 0,,12,0 0 1
631,0C75EABE,,Sundress,0 0 0 0 1 0 0 0,,Male,1 0,59,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,1500,0 0 0 1,,November,0 0 0 0 0 0 0 0 0 0 1 0,1,1 0 0 0 0,91,0 1,,10,0 0 1
632,61D11136,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,88,0 0 0 0 1,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,260,1 0 0 0,,January,1 0 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,70,0 1,,16,0 0 1
633,5ABD6FE7,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,11,1 0 0 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,180,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,3,0 0 1 0 0,9,1 0,,12,0 0 1
634,F619F5FE,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,12,0 1 0 0 0,,Korean,0 0 0 1 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,July,0 0 0 0 0 0 1 0 0 0 0 0,2,0 1 0 0 0,68,0 1,,16,0 0 1
635,5A5B9C2C,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,52,0 0 0 1 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,154,1 0 0 0,,August,0 0 0 0 0 0 0 1 0 0 0 0,5,0 0 0 0 1,79,0 1,,12,0 0 1
636,B0EEC4EA,,Brown Belt,0 0 0 0 0 0 1 0,,Male,1 0,31,0 0 1 0 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,220,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,1,1 0 0 0 0,49,1 0,,16,0 0 1
637,61B66971,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,11,1 0 0 0 0,,Filipino,1 0 0 0 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,160,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,47,1 0,,10,0 0 1
638,264A8645,,Sundress,0 0 0 0 1 0 0 0,,Female,0 1,43,0 0 0 1 0,,American,0 1 0 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,1500,0 0 0 1,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,6,1 0,,16,0 0 1
639,A35A4485,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,35,0 0 1 0 0,,Korean,0 0 0 1 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,4,0 0 0 1 0,100,0 1,,12,0 0 1
640,638DD8D2,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,47,0 0 0 1 0,,Filipino,1 0 0 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,33,1 0,,16,0 0 1
641,03386750,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,53,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 3,0 0 1 0,,,154,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,4,0 0 0 1 0,63,0 1,,12,0 0 1
642,8EFE992D,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,36,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 1,1 0 0 0,,,180,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,3,0 0 1 0 0,99,0 1,,16,0 0 1
643,940C6649,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,51,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,3,0 0 1 0 0,39,1 0,,12,0 0 1
644,1F901B90,,Maong Pants,1 0 0 0 0 0 0 0,,Female,0 1,83,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,3,0 0 1 0 0,90,0 1,,10,0 0 1
645,383C3EFB,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,78,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,2,0 1 0 0 0,10,1 0,,16,0 0 1
646,02C2DBCF,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,68,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,Mindanao,0 0 0 1,,Branch 4,0 0 0 1,,,260,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,4,0 0 0 1 0,47,1 0,,12,0 0 1
647,2CF66215,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,37,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,May,0 0 0 0 1 0 0 0 0 0 0 0,5,0 0 0 0 1,10,1 0,,16,0 0 1
648,59F4C76A,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,30,0 0 1 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,600,0 1 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,52,0 1,,12,0 0 1
649,F085875A,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,38,0 0 1 0 0,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,154,1 0 0 0,,November,0 0 0 0 0 0 0 0 0 0 1 0,2,0 1 0 0 0,91,0 1,,12,0 0 1
650,526985C8,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,78,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,220,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,3,0 0 1 0 0,58,0 1,,12,0 0 1
651,A60A4396,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,79,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,11,1 0,,12,0 0 1
652,7DE46357,,Blue Necktie,0 1 0 0 0 0 0 0,,Male,1 0,40,0 0 0 1 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,55,0 1,,12,0 0 1
653,BD46AFC4,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,69,0 0 0 0 1,,Japanese,0 0 1 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,154,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,52,0 1,,16,0 0 1
654,6323C1DC,,Black Sweater,0 0 1 0 0 0 0 0,,Male,1 0,25,0 0 1 0 0,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 3,0 0 1 0,,,260,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,4,0 0 0 1 0,44,1 0,,12,0 0 1
655,AD289E33,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,82,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,160,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,4,0 0 0 1 0,60,0 1,,10,0 0 1
656,482833FF,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,44,0 0 0 1 0,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,260,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,76,0 1,,16,0 0 1
657,2F832300,,BTS Cap,0 0 0 0 0 0 0 1,,Female,0 1,36,0 0 1 0 0,,Other,0 0 0 0 0 1,,Mindanao,0 0 0 1,,Branch 2,0 1 0 0,,,160,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,3,0 0 1 0 0,2,1 0,,10,0 0 1
658,6A2FA5E8,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,61,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,160,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,57,0 1,,16,0 0 1
659,DC3078F5,,Red Blouse,0 0 0 0 0 1 0 0,,Female,0 1,75,0 0 0 0 1,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,June,0 0 0 0 0 1 0 0 0 0 0 0,1,1 0 0 0 0,82,0 1,,16,0 0 1
660,82EF3A93,,Brown Belt,0 0 0 0 0 0 1 0,,Female,0 1,63,0 0 0 0 1,,American,0 1 0 0 0 0,,Mindanao,0 0 0 1,,Branch 3,0 0 1 0,,,220,1 0 0 0,,October,0 0 0 0 0 0 0 0 0 1 0 0,4,0 0 0 1 0,51,0 1,,12,0 0 1
661,BDE17C0B,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,29,0 0 1 0 0,,Chinese,0 0 0 0 1 0,,Visayas,0 0 1 0,,Branch 2,0 1 0 0,,,600,0 1 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,5,1 0,,10,0 0 1
662,161CBBE3,,Blue Necktie,0 1 0 0 0 0 0 0,,Female,0 1,64,0 0 0 0 1,,Other,0 0 0 0 0 1,,Luzon,0 1 0 0,,Branch 4,0 0 0 1,,,154,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,4,0 0 0 1 0,21,1 0,,12,0 0 1
663,83704BE3,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,66,0 0 0 0 1,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 2,0 1 0 0,,,260,1 0 0 0,,December,0 0 0 0 0 0 0 0 0 0 0 1,2,0 1 0 0 0,24,1 0,,10,0 0 1
664,2802C78E,,Maong Pants,1 0 0 0 0 0 0 0,,Male,1 0,68,0 0 0 0 1,,Chinese,0 0 0 0 1 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,600,0 1 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,2,0 1 0 0 0,76,0 1,,16,0 0 1
665,09DFCABC,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,30,0 0 1 0 0,,American,0 1 0 0 0 0,,NCR,1 0 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,February,0 1 0 0 0 0 0 0 0 0 0 0,4,0 0 0 1 0,41,1 0,,16,0 0 1
666,ABE91A24,,Red Sweatshirt,0 0 0 1 0 0 0 0,,Female,0 1,59,0 0 0 1 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 2,0 1 0 0,,,900,0 0 1 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,1,1 0 0 0 0,17,1 0,,10,0 0 1
667,ED8A0B9A,,BTS Cap,0 0 0 0 0 0 0 1,,Male,1 0,11,1 0 0 0 0,,Other,0 0 0 0 0 1,,Visayas,0 0 1 0,,Branch 4,0 0 0 1,,,160,1 0 0 0,,April,0 0 0 1 0 0 0 0 0 0 0 0,2,0 1 0 0 0,63,0 1,,12,0 0 1
668,D1CC99DC,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,39,0 0 1 0 0,,American,0 1 0 0 0 0,,Luzon,0 1 0 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,September,0 0 0 0 0 0 0 0 1 0 0 0,5,0 0 0 0 1,1,1 0,,16,0 0 1
669,A89BE7E2,,Red Blouse,0 0 0 0 0 1 0 0,,Male,1 0,34,0 0 1 0 0,,Japanese,0 0 1 0 0 0,,Visayas,0 0 1 0,,Branch 1,1 0 0 0,,,180,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,5,0 0 0 0 1,1,1 0,,16,0 0 1
670,E4790BAD,,Black Sweater,0 0 1 0 0 0 0 0,,Female,0 1,52,0 0 0 1 0,,Korean,0 0 0 1 0 0,,NCR,1 0 0 0,,Branch 4,0 0 0 1,,,260,1 0 0 0,,March,0 0 1 0 0 0 0 0 0 0 0 0,3,0 0 1 0 0,43,1 0,,12,0 0 1
