Year,Host_City,Sport,Discipline,Event,Event_gender,Surname,Given_Name,Gender,Country,Medal
1/1/1992,Barcelona,Modern Pentathlon,Modern Pentath.,Individual competition,M,Mizser,Attila,Men,Hungary,Silver
1/1/1992,Barcelona,Handball,Handball,handball,M,Hedin,Robert,Men,Sweden,Silver
1/1/1992,Barcelona,Baseball,Baseball,baseball,M,Lin,Kun-Han,Men,Taiwan,Silver
1/1/1992,Barcelona,Aquatics,Swimming,200m butterfly,W,Sanders,Summer,Women,United States,Gold
1/1/1992,Barcelona,Tennis,Tennis,doubles,M,Prpic,Goran,Men,Croatia,Bronze
1/1/1992,Barcelona,Basketball,Basketball,basketball,W,Zassoulskaia,Natalia,Women,Unified team,Gold
1/1/1992,Barcelona,Sailing,Sailing,fleet/match race keelboat open (Soling),,Brady,James,Men,United States,Silver
1/1/1992,Barcelona,Hockey,Hockey,hockey,M,Shahbaz,Ahmed,Men,Pakistan,Bronze
1/1/1992,Barcelona,Athletics,Athletics,long jump,W,Joyner-kersee,Jackie,Women,United States,Bronze
1/1/1992,Barcelona,Aquatics,Swimming,4x200m freestyle relay,M,Moukhine,Jouri,Men,Unified team,Gold
1/1/1992,Barcelona,Judo,Judo,+ 72kg (heavyweight),W,Lupino,Natalia,Women,France,Bronze
1/1/1992,Barcelona,Boxing,Boxing,- 48kg (light-flyweight),M,Bojinov,Daniel Petrov,Men,Bulgaria,Silver
1/1/1992,Barcelona,Equestrian,Jumping,team,,Bourdy,Hubert,Men,France,Bronze
1/1/1992,Barcelona,Wrestling,Wrestling Free.,48 - 52kg (flyweight),M,Dimitrov,Valentin Yordanov,Men,Bulgaria,Bronze
1/1/1996,Atlanta,Rowing,Rowing,lightweight coxless four (4-),M,Pfaendtner,Jeff,Men,United States,Bronze
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Gerini,Marco,Men,Italy,Bronze
1/1/1996,Atlanta,Rowing,Rowing,lightweight coxless four (4-),M,Collins,David,Men,United States,Bronze
1/1/1996,Atlanta,Fencing,Fencing,foil team,W,Vezzali,Valentina,Women,Italy,Gold
1/1/1996,Atlanta,Aquatics,Swimming,200m freestyle,M,Loader,Danyon Joseph,Men,New Zealand,Gold
1/1/1996,Atlanta,Athletics,Athletics,10000m walk,W,Nikolayeva,Yelena,Women,Russia,Gold
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Rollan,Jesus,Men,Spain,Gold
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Hernandez,Alberto,Men,Cuba,Gold
1/1/1996,Atlanta,Equestrian,Jumping,individual,,Kirchhoff,Ulrich,Men,Germany,Gold
1/1/1996,Atlanta,Softball,Softball,softball,W,Yan,Fang,Women,China,Silver
1/1/1996,Atlanta,Shooting,Shooting,50m running target (30+30 shots),M,Janus,Miroslav,Men,Czech Republic,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x100m freestyle relay,W,Shan,Ying,Women,China,Silver
1/1/1996,Atlanta,Football,Football,football,W,Macmillan,Shannon,Women,United States,Gold
1/1/1996,Atlanta,Aquatics,Synchronized S.,team,W,Dyroen-lancer,Becky,Women,United States,Gold
1/1/1996,Atlanta,Softball,Softball,softball,W,Richardson,Dorothy,Women,United States,Gold
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Delissen,Marc,Men,Netherlands,Gold
1/1/1996,Atlanta,Aquatics,Swimming,100m backstroke,W,Botsford,Beth,Women,United States,Gold
1/1/1996,Atlanta,Fencing,Fencing,épée team,W,Garayeva,Yuliya,Women,Russia,Bronze
1/1/1996,Atlanta,Boxing,Boxing,67 - 71kg (light-middleweight),M,Ibzaimov,Ezmouhan,Men,Kazakhstan,Bronze
1/1/1996,Atlanta,Athletics,Athletics,4x400m relay,M,Blake,Dennis Anthony,Men,Jamaica,Bronze
1/1/1996,Atlanta,Rowing,Rowing,single sculls (1x),M,Lange,Thomas,Men,Germany,Bronze
1/1/1996,Atlanta,Archery,Archery,individual (FITA Olympic round - 70m),M,Oh,Kyo-Moon,Men,"Korea, South",Bronze
1/1/1996,Atlanta,Basketball,Basketball,basketball,M,Olajuwon,Hakeem,Men,United States,Gold
1/1/1996,Atlanta,Wrestling,Wrestling Free.,100 - 130kg (super heavyweight),M,Demir,Mahmut,Men,Turkey,Gold
1/1/1996,Atlanta,Fencing,Fencing,sabre team,M,Charikov,Serguei,Men,Russia,Gold
1/1/1996,Atlanta,Aquatics,Diving,3m springboard,W,Lashko,Irina,Women,Russia,Silver
1/1/1996,Atlanta,Athletics,Athletics,4x100m relay,W,Fynes,Sevatheda,Women,Bahamas,Silver
1/1/1996,Atlanta,Gymnastics,Artistic G.,parallel bars,M,Lynch,Jair,Men,United States,Silver
1/1/1996,Atlanta,Aquatics,Swimming,4x200m freestyle relay,W,Greville,Julia,Women,Australia,Bronze
1/1/1996,Atlanta,Gymnastics,Artistic G.,horizontal bar,M,Wecker,Andreas,Men,Germany,Gold
1/1/1996,Atlanta,Aquatics,Swimming,4x100m freestyle relay,W,Valerio,Melanie,Women,United States,Gold
1/1/1996,Atlanta,Athletics,Athletics,3000m steeplechase,M,Lambruschini,Alessandro,Men,Italy,Bronze
1/1/1996,Atlanta,Archery,Archery,team (FITA Olympic round - 70m),W,Mensing,Barbara,Women,Germany,Silver
1/1/1996,Atlanta,Aquatics,Swimming,200m breaststroke,W,Beard,Amanda,Women,United States,Silver
1/1/1996,Atlanta,Cycling,Cycling Track,Points Race,M,O'grady,Stuart,Men,Australia,Bronze
1/1/1996,Atlanta,Athletics,Athletics,marathon,M,Lee,Bong-Ju,Men,"Korea, South",Silver
1/1/1996,Atlanta,Basketball,Basketball,basketball,M,Barkley,Charles,Men,United States,Gold
1/1/1996,Atlanta,Softball,Softball,softball,W,Fernandez,Lisa,Women,United States,Gold
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Angelini,Alberto,Men,Italy,Bronze
1/1/1996,Atlanta,Volleyball,Volleyball,volleyball,W,Gato,Idalmis,Women,Cuba,Gold
1/1/1996,Atlanta,Athletics,Athletics,4x100m relay,W,Sturrup,Chandra,Women,Bahamas,Silver
1/1/1996,Atlanta,Aquatics,Synchronized S.,team,W,Kulesza,Kasia,Women,Canada,Silver
1/1/1996,Atlanta,Aquatics,Swimming,100m freestyle,W,Voelker,Sandra,Women,Germany,Silver
1/1/1996,Atlanta,Boxing,Boxing,- 48kg (light-flyweight),M,Lozano muñoz,Rafael,Men,Spain,Bronze
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Greisinger,Seth,Men,United States,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x200m freestyle relay,W,Jacob,Lisa,Women,United States,Gold
1/1/1996,Atlanta,Volleyball,Beach volley.,beach volleyball,M,Heese,Mark,Men,Canada,Bronze
1/1/1996,Atlanta,Basketball,Basketball,basketball,M,Bodiroga,Dejan,Men,Yugoslavia,Silver
1/1/1996,Atlanta,Aquatics,Diving,10m platform,M,Xiao,Hailiang,Men,China,Bronze
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Nakamura,Daishin,Men,Japan,Silver
1/1/1996,Atlanta,Aquatics,Swimming,4x100m medley relay,W,Cai,Huijue,Women,China,Bronze
1/1/1996,Atlanta,Judo,Judo,52 - 56kg (lightweight),W,Jung,Sun Yong,Women,"Korea, South",Silver
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Kuwamoto,Takao,Men,Japan,Silver
1/1/1996,Atlanta,Judo,Judo,+ 72kg (heavyweight),W,Rodriguez villanueva,Estela,Women,Cuba,Silver
1/1/1996,Atlanta,Gymnastics,Artistic G.,floor exercises,W,Dawes,Dominique,Women,United States,Bronze
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Looper,Braden,Men,United States,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x100m medley relay,W,Denman,Helen,Women,Australia,Silver
1/1/1996,Atlanta,Athletics,Athletics,hammer throw,M,Krykun,Oleksiy,Men,Ukraine,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x100m medley relay,M,Schwenk,Tripp,Men,United States,Gold
1/1/1996,Atlanta,Judo,Judo,60 - 66kg (half-lightweight),M,Hernandez plana,Israel,Men,Cuba,Bronze
1/1/1996,Atlanta,Football,Football,football,W,Sun,Wen,Women,China,Silver
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Dreher,Lachlan,Men,Australia,Bronze
1/1/1996,Atlanta,Athletics,Athletics,100m,W,Ottey-page,Merlene,Women,Jamaica,Silver
1/1/1996,Atlanta,Rowing,Rowing,lightweight double sculls (2x),M,Edwards,Anthony,Men,Australia,Bronze
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Andreo,Angel,Men,Spain,Gold
1/1/1996,Atlanta,Gymnastics,Artistic G.,team competition,W,Chow,Amy,Women,United States,Gold
1/1/1996,Atlanta,Handball,Handball,handball,W,Oh,Seongok,Women,"Korea, South",Silver
1/1/1996,Atlanta,Gymnastics,Artistic G.,vault,M,Nemov,Alexei,Men,Russia,Gold
1/1/1996,Atlanta,Aquatics,Swimming,4x200m freestyle relay,M,Lyrbring,Anders,Men,Sweden,Silver
1/1/1996,Atlanta,Athletics,Athletics,4x400m relay,W,Yusuf,Fatima,Women,Nigeria,Silver
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Kawamura,Takeo,Men,Japan,Silver
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Choppy,Baeden,Men,Australia,Bronze
1/1/1996,Atlanta,Cycling,Mountain Bike,cross-country,M,Martinez,Miguel,Men,France,Bronze
1/1/1996,Atlanta,Fencing,Fencing,foil team,W,Szabo-lazar,Reka Zsofia,Women,Romania,Silver
1/1/1996,Atlanta,Hockey,Hockey,hockey,W,Kim,Myung-Ok,Women,"Korea, South",Silver
1/1/1996,Atlanta,Boxing,Boxing,63.5 - 67kg (welterweight),M,Hernandez sierra,Juan,Men,Cuba,Silver
1/1/1996,Atlanta,Rowing,Rowing,quadruple sculls without coxswain (4x),M,Snook,Ronald,Men,Australia,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,200m breaststroke,W,Kovacs,Agnes,Women,Hungary,Bronze
1/1/1996,Atlanta,Fencing,Fencing,épée team,W,Uga,Elisa,Women,Italy,Silver
1/1/1996,Atlanta,Rowing,Rowing,eight with coxswain (8+),W,Spircu,Doina,Women,Romania,Gold
1/1/1996,Atlanta,Hockey,Hockey,hockey,W,Lewin,Jeannette,Women,Netherlands,Bronze
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),M,Glavan,Marcel,Men,Romania,Silver
1/1/1996,Atlanta,Shooting,Shooting,50m running target (30+30 shots),M,Yang,Ling,Men,China,Gold
1/1/1996,Atlanta,Handball,Handball,handball,M,Nunez,Jordi,Men,Spain,Bronze
1/1/1996,Atlanta,Gymnastics,Rhythmic G.,group competition,W,Gurendez,Lorena,Women,Spain,Gold
1/1/1996,Atlanta,Gymnastics,Rhythmic G.,individual all-round,W,Batyrchina,Ianina,Women,Russia,Silver
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Attolico,Francesco,Men,Italy,Bronze
1/1/1996,Atlanta,Athletics,Athletics,high jump,W,Bakogianni,Niki,Women,Greece,Silver
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Skolnekovic,Sinisa,Men,Croatia,Silver
1/1/1996,Atlanta,Aquatics,Swimming,1500m freestyle,M,Smith,Graeme,Men,United Kingdom,Bronze
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak S,K-1 (kayak single),M,Fix,Oliver,Men,Germany,Gold
1/1/1996,Atlanta,Handball,Handball,handball,W,Sunesen,Gitte,Women,Denmark,Gold
1/1/1996,Atlanta,Handball,Handball,handball,W,Kocsis,Erzsebet,Women,Hungary,Bronze
1/1/1996,Atlanta,Softball,Softball,softball,W,Boxx,Gillian,Women,United States,Gold
1/1/1996,Atlanta,Aquatics,Synchronized S.,team,W,Fujiki,Mayuko,Women,Japan,Bronze
1/1/1996,Atlanta,Boxing,Boxing,60 - 63.5kg (light-welterweight),M,Missaoui,Fathi,Men,Tunisia,Bronze
1/1/1996,Atlanta,Rowing,Rowing,coxless pair (2-),M,Rolland,Jean Christophe,Men,France,Bronze
1/1/1996,Atlanta,Rowing,Rowing,pair without coxswain (2-),W,Gosse,Christine,Women,France,Bronze
1/1/1996,Atlanta,Rowing,Rowing,eight with coxswain (8+),M,Maasdijk,Koos,Men,Netherlands,Gold
1/1/1996,Atlanta,Gymnastics,Artistic G.,team competition,W,Gogean,Gina Elena,Women,Romania,Bronze
1/1/1996,Atlanta,Softball,Softball,softball,W,Wilkins,Brooke,Women,Australia,Bronze
1/1/1996,Atlanta,Boxing,Boxing,67 - 71kg (light-middleweight),M,Duvergel,Alfredo,Men,Cuba,Silver
1/1/1996,Atlanta,Wrestling,Wrestling Free.,90 - 100kg (heavyweight),M,Angle,Kurt,Men,United States,Gold
1/1/1996,Atlanta,Table Tennis,Table Tennis,doubles,W,Liu,Wei,Women,China,Silver
1/1/1996,Atlanta,Aquatics,Swimming,50m freestyle,M,Popov,Alexander,Men,Russia,Gold
1/1/1996,Atlanta,Athletics,Athletics,marathon,W,Arimori,Yuko,Women,Japan,Bronze
1/1/1996,Atlanta,Football,Football,football,W,Aarones,Ann Kristin,Women,Norway,Bronze
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Rosenqvist,Susanne,Women,Sweden,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x100m freestyle relay,M,Pimankov,Denis,Men,Russia,Silver
1/1/1996,Atlanta,Table Tennis,Table Tennis,doubles,M,Lee,Chul Seung,Men,"Korea, South",Bronze
1/1/1996,Atlanta,Aquatics,Diving,10m platform,W,Clark,Mary Ellen,Women,United States,Bronze
1/1/1996,Atlanta,Aquatics,Synchronized S.,team,W,Tanaka,Junko,Women,Japan,Bronze
1/1/1996,Atlanta,Rowing,Rowing,four without coxswain (4-),M,Obholzer,Rupert John,Men,United Kingdom,Bronze
1/1/1996,Atlanta,Athletics,Athletics,4x100m relay,W,Guidry-white,Carlette D.,Women,United States,Gold
1/1/1996,Atlanta,Archery,Archery,team (FITA Olympic round - 70m),W,Wagner,Sandra,Women,Germany,Silver
1/1/1996,Atlanta,Cycling,Cycling Road,individual road race,M,Richard,Pascal,Men,Switzerland,Gold
1/1/1996,Atlanta,Aquatics,Swimming,4x200m freestyle relay,M,Tröger,Christian,Men,Germany,Bronze
1/1/1996,Atlanta,Shooting,Shooting,50m rifle 3 positions (3x20 shots),W,Gerasimenok,Irina,Women,Russia,Silver
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Arnau,Xavi,Men,Spain,Silver
1/1/1996,Atlanta,Fencing,Fencing,foil team,M,Sobczak,Ryszard,Men,Poland,Silver
1/1/1996,Atlanta,Weightlifting,Weightlifting,"70 - 76kg, total (middleweight)",M,Jon,Chol Ho,Men,"Korea, North",Bronze
1/1/1996,Atlanta,Wrestling,Wrestling Gre-R,82 - 90kg (light-heavyweight),M,Oleynyk,Vyacheslav,Men,Ukraine,Gold
1/1/1996,Atlanta,Athletics,Athletics,4x400m relay,M,Rouser,Jason,Men,United States,Gold
1/1/1996,Atlanta,Aquatics,Swimming,4x100m freestyle relay,M,Hall,Gary Jr.,Men,United States,Gold
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Sugiura,Masanori,Men,Japan,Silver
1/1/1996,Atlanta,Handball,Handball,handball,W,Hoffmann,Beata,Women,Hungary,Bronze
1/1/1996,Atlanta,Judo,Judo,61 - 66kg (middleweight),W,Cho,Min-Sun,Women,"Korea, South",Gold
1/1/1996,Atlanta,Softball,Softball,softball,W,Crudgington,Carolyn,Women,Australia,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x200m freestyle relay,W,Mackie,Lise Maree,Women,Australia,Bronze
1/1/1996,Atlanta,Handball,Handball,handball,M,Jovic,Bozidar,Men,Croatia,Gold
1/1/1996,Atlanta,Boxing,Boxing,54 - 57kg (featherweight),M,Kamsing,Somluck,Men,Thailand,Gold
1/1/1996,Atlanta,Gymnastics,Artistic G.,balance beam,W,Podkopayeva,Lilia,Women,Ukraine,Silver
1/1/1996,Atlanta,Basketball,Basketball,basketball,W,Oliva,Hortencia Marcari,Women,Brazil,Silver
1/1/1996,Atlanta,Athletics,Athletics,javelin throw,W,Hattestad,Trine,Women,Norway,Bronze
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Olsson,Anna,Women,Sweden,Bronze
1/1/1996,Atlanta,Boxing,Boxing,- 48kg (light-flyweight),M,Velasco,Mansueto,Men,Philippines,Silver
1/1/1996,Atlanta,Boxing,Boxing,57 - 60kg (lightweight),M,Tontchev tontcho,Dimitrov,Men,Bulgaria,Silver
1/1/1996,Atlanta,Aquatics,Swimming,4x100m medley relay,M,Grote,Kurt,Men,United States,Gold
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak F,K-4 500m (kayak four),W,Mucke,Manuela,Women,Germany,Gold
1/1/1996,Atlanta,Fencing,Fencing,foil team,M,Tucker leon,Rolando Samuel,Men,Cuba,Bronze
1/1/1996,Atlanta,Handball,Handball,handball,M,Matosevic,Valter,Men,Croatia,Gold
1/1/1996,Atlanta,Shooting,Shooting,50m rifle prone (60 shots),M,Klees,Christian,Men,Germany,Gold
1/1/1996,Atlanta,Gymnastics,Artistic G.,team competition,M,Li,Xiaosahuang,Men,China,Silver
1/1/1996,Atlanta,Softball,Softball,softball,W,Harris,Dionna,Women,United States,Gold
1/1/1996,Atlanta,Handball,Handball,handball,W,Kim,Rang,Women,"Korea, South",Silver
1/1/1996,Atlanta,Judo,Judo,73 - 81kg (half-middleweight),M,Koga,Toshihiko,Men,Japan,Silver
1/1/1996,Atlanta,Volleyball,Volleyball,volleyball,M,Gortzen,Guido,Men,Netherlands,Gold
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak S,C-1 (canoe single),M,Martikan,Michal,Men,Slovakia,Gold
1/1/1996,Atlanta,Modern Pentathlon,Modern Pentath.,Individual competition,M,Martinek,Janos,Men,Hungary,Bronze
1/1/1996,Atlanta,Football,Football,football,M,Uche,Okechukwu,Men,Nigeria,Gold
1/1/1996,Atlanta,Gymnastics,Rhythmic G.,group competition,W,Deltcheva,Ina,Women,Bulgaria,Silver
1/1/1996,Atlanta,Equestrian,Dressage,team,,Teodorescu,Monica,Women,Germany,Gold
1/1/1996,Atlanta,Badminton,Badminton,singles,W,Susanti,Susi,Women,Indonesia,Bronze
1/1/1996,Atlanta,Football,Football,football,W,Wen,Lirong,Women,China,Silver
1/1/1996,Atlanta,Sailing,Sailing,two-person keelboat open (Star),,Beashel,Colin,Men,Australia,Bronze
1/1/1996,Atlanta,Badminton,Badminton,singles,W,Bang,Soo-Hyun,Women,"Korea, South",Gold
1/1/1996,Atlanta,Judo,Judo,73 - 81kg (half-middleweight),M,Bouras,Djamel,Men,France,Gold
1/1/1996,Atlanta,Athletics,Athletics,marathon,M,Thugwane,Josia,Men,South Africa,Gold
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Cobos,Ignacio,Men,Spain,Silver
1/1/1996,Atlanta,Athletics,Athletics,4x400m relay,M,Mcdonald,Michael,Men,Jamaica,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,4x200m freestyle relay,M,Schumacher,Bradley,Men,United States,Gold
1/1/1996,Atlanta,Athletics,Athletics,4x100m relay,M,Silva,Andre Domingos,Men,Brazil,Bronze
1/1/1996,Atlanta,Weightlifting,Weightlifting,"91 - 99kg, total (first-heavyweight)",M,Hordiychuk,Mykola,Men,Ukraine,Bronze
1/1/1996,Atlanta,Gymnastics,Rhythmic G.,group competition,W,Cabanillas,Nuria,Women,Spain,Gold
1/1/1996,Atlanta,Rowing,Rowing,double sculls (2x),M,Abbagnale,Agostino,Men,Italy,Gold
1/1/1996,Atlanta,Athletics,Athletics,200m,M,Fredericks,Frank,Men,Namibia,Silver
1/1/1996,Atlanta,Athletics,Athletics,400m hurdles,W,Buford-bailey,Tonja,Women,United States,Bronze
1/1/1996,Atlanta,Athletics,Athletics,110m hurdles,M,Johnson,Allen,Men,United States,Gold
1/1/1996,Atlanta,Badminton,Badminton,doubles,W,Gu,Jun,Women,China,Gold
1/1/1996,Atlanta,Aquatics,Swimming,800m freestyle,W,Hase,Dagmar,Women,Germany,Silver
1/1/1996,Atlanta,Aquatics,Swimming,100m butterfly,M,Pankratov,Denis,Men,Russia,Gold
1/1/1996,Atlanta,Hockey,Hockey,hockey,W,Annan,Alyson Regina,Women,Australia,Gold
1/1/1996,Atlanta,Athletics,Athletics,pole vault,M,Tivontchik,Andrei,Men,Germany,Bronze
1/1/1996,Atlanta,Shooting,Shooting,skeet (125 targets),M,Benelli,Andrea,Men,Italy,Bronze
1/1/1996,Atlanta,Fencing,Fencing,foil team,W,Scarlat,Roxana,Women,Romania,Silver
1/1/1996,Atlanta,Judo,Judo,81 - 90kg (middleweight),M,Huizinga,Mark,Men,Netherlands,Bronze
1/1/1996,Atlanta,Basketball,Basketball,basketball,M,Zukauskas,Eurelijus,Men,Lithuania,Bronze
1/1/1996,Atlanta,Rowing,Rowing,eight with coxswain (8+),M,Bartman,Michiel,Men,Netherlands,Gold
1/1/1996,Atlanta,Fencing,Fencing,épée individual,W,Szalay horvathne,Gyoengyi,Women,Hungary,Bronze
1/1/1996,Atlanta,Boxing,Boxing,81 - 91kg (heavyweight),M,Savon,Felix,Men,Cuba,Gold
1/1/1996,Atlanta,Athletics,Athletics,discus throw,M,Riedel,Lars,Men,Germany,Gold
1/1/1996,Atlanta,Football,Football,football,M,Bebeto,Jose Roberto,Men,Brazil,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,200m individual medley,W,Smith,Michelle Marie,Women,Ireland,Gold
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Crucq,Maurits,Men,Netherlands,Gold
1/1/1996,Atlanta,Weightlifting,Weightlifting,"99 - 108kg, total (heavyweight)",M,Syrtsov,Serguei,Men,Russia,Silver
1/1/1996,Atlanta,Gymnastics,Rhythmic G.,group competition,W,Vatachka,Vjara,Women,Bulgaria,Silver
1/1/1996,Atlanta,Football,Football,football,M,Dosu,Joseph,Men,Nigeria,Gold
1/1/1996,Atlanta,Hockey,Hockey,hockey,W,De ruiter,Wietske,Women,Netherlands,Bronze
1/1/1996,Atlanta,Wrestling,Wrestling Free.,62 - 68kg (lightweight),M,Saunders,Townsend,Men,United States,Silver
1/1/1996,Atlanta,Aquatics,Swimming,4x100m medley relay,W,Beard,Amanda,Women,United States,Gold
1/1/1996,Atlanta,Aquatics,Swimming,800m freestyle,W,Vlieghuis,Kirsten,Women,Netherlands,Bronze
1/1/1996,Atlanta,Basketball,Basketball,basketball,W,Luz,Silvia,Women,Brazil,Silver
1/1/1996,Atlanta,Volleyball,Volleyball,volleyball,M,Giani,Andrea,Men,Italy,Silver
1/1/1996,Atlanta,Equestrian,Dressage,team,,Balkenhol,Klaus,Men,Germany,Gold
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),M,Obreja,Grigore,Men,Romania,Bronze
1/1/1996,Atlanta,Aquatics,Swimming,400m individual medley,M,Dolan,Tom,Men,United States,Gold
1/1/1996,Atlanta,Wrestling,Wrestling Free.,68 - 74kg (welterweight),M,Ota,Takuya,Men,Japan,Bronze
1/1/1996,Atlanta,Aquatics,Synchronized S.,team,W,Takeda,Miho,Women,Japan,Bronze
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Pomilio,Amedeo,Men,Italy,Bronze
1/1/1996,Atlanta,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),W,Andersson,Agneta,Women,Sweden,Gold
1/1/1996,Atlanta,Aquatics,Swimming,100m backstroke,M,Bent,Neisser,Men,Cuba,Bronze
1/1/1996,Atlanta,Equestrian,Jumping,team,,Azevedo,Luiz Felipe,Men,Brazil,Bronze
1/1/1996,Atlanta,Tennis,Tennis,doubles,M,Woodbridge,Todd,Men,Australia,Gold
1/1/1996,Atlanta,Rowing,Rowing,quadruple sculls without coxswain (4x),W,Ronzhina,Olena,Women,Ukraine,Silver
1/1/1996,Atlanta,Archery,Archery,team (FITA Olympic round - 70m),W,Dzieciol,Iwona,Women,Poland,Bronze
1/1/1996,Atlanta,Volleyball,Volleyball,volleyball,W,Fernandez,Ana Ibis,Women,Cuba,Gold
1/1/1996,Atlanta,Gymnastics,Artistic G.,team competition,W,Miller,Shannon,Women,United States,Gold
1/1/1996,Atlanta,Boxing,Boxing,71-75kg,M,Beyleroglu,Malik,Men,Turkey,Silver
1/1/1996,Atlanta,Basketball,Basketball,basketball,W,Pastor,Claudia Maria,Women,Brazil,Silver
1/1/1996,Atlanta,Softball,Softball,softball,W,Ward,Natalie,Women,Australia,Bronze
1/1/1996,Atlanta,Athletics,Athletics,pole vault,M,Trandenkov,Igor,Men,Russia,Silver
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Bovo,Alessandro,Men,Italy,Bronze
1/1/1996,Atlanta,Athletics,Athletics,1500m,M,Kipkorir,Stephen,Men,Kenya,Bronze
1/1/1996,Atlanta,Aquatics,Synchronized S.,team,W,Schneyder,Nathalie,Women,United States,Gold
1/1/1996,Atlanta,Football,Football,football,M,West,Taribo,Men,Nigeria,Gold
1/1/1996,Atlanta,Football,Football,football,W,Chen,Yufeng,Women,China,Silver
1/1/1996,Atlanta,Boxing,Boxing,48 - 51kg (flyweight),M,Romero,Maikro,Men,Cuba,Gold
1/1/1996,Atlanta,Aquatics,Swimming,100m freestyle,M,Borges,Gustavo,Men,Brazil,Bronze
1/1/1996,Atlanta,Aquatics,Water polo,water polo,M,Glavan,Damir,Men,Croatia,Silver
1/1/1996,Atlanta,Rowing,Rowing,eight with coxswain (8+),W,Maunder,Maria,Women,Canada,Silver
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Jufresa,Ramon,Men,Spain,Silver
1/1/1996,Atlanta,Baseball,Baseball,baseball,M,Ajete,Omar,Men,Cuba,Gold
1/1/1996,Atlanta,Athletics,Athletics,shot put,W,Kumbernuss,Astrid,Women,Germany,Gold
1/1/1996,Atlanta,Judo,Judo,66 - 72kg (half-heavyweight),W,Tanabe,Yoko,Women,Japan,Silver
1/1/1996,Atlanta,Sailing,Sailing,board (Mistral),W,Kendall,Barbara,Women,New Zealand,Silver
1/1/1996,Atlanta,Athletics,Athletics,400m,M,Kamoga,Davis,Men,Uganda,Bronze
1/1/1996,Atlanta,Rowing,Rowing,eight with coxswain (8+),M,Florijn,Ronald,Men,Netherlands,Gold
1/1/1996,Atlanta,Rowing,Rowing,eight with coxswain (8+),M,Chermashentsev,Anton,Men,Russia,Bronze
1/1/1996,Atlanta,Hockey,Hockey,hockey,M,Vogels,Guus,Men,Netherlands,Gold
1/1/1996,Atlanta,Basketball,Basketball,basketball,M,Zukauskas,Mindaugas,Men,Lithuania,Bronze
